"UserName","Name","Service","Host"
"PHLC-L-L510AEHP$","PHLC-L-L510AEHP","RestrictedKrbHost","PHLC-L-L510AEHP,PHLC-L-L510AEHP.solomonedwards.com"
"PHLC-L-L510AEHP$","PHLC-L-L510AEHP","HOST","PHLC-L-L510AEHP,PHLC-L-L510AEHP.solomonedwards.com"
"PHLC-L-8460B933$","PHLC-L-8460B933","TERMSRV","PHLC-L-8460B933,PHLC-L-8460B933.solomonedwards.com"
"PHLC-L-8460B933$","PHLC-L-8460B933","RestrictedKrbHost","PHLC-L-8460B933,PHLC-L-8460B933.solomonedwards.com"
"PHLC-L-8460B933$","PHLC-L-8460B933","HOST","PHLC-L-8460B933,PHLC-L-8460B933.solomonedwards.com"
"NYC-L-8460B8W6$","NYC-L-8460B8W6","TERMSRV","NYC-L-8460B8W6.solomonedwards.com,NYC-L-8460B8W6"
"NYC-L-8460B8W6$","NYC-L-8460B8W6","RestrictedKrbHost","NYC-L-8460B8W6.solomonedwards.com,NYC-L-8460B8W6"
"NYC-L-8460B8W6$","NYC-L-8460B8W6","HOST","NYC-L-8460B8W6.solomonedwards.com,NYC-L-8460B8W6"
"PHL-SYM-TEST2$","PHL-SYM-TEST2","RestrictedKrbHost","PHL-SYM-TEST2,PHL-SYM-TEST2.solomonedwards.com"
"PHL-SYM-TEST2$","PHL-SYM-TEST2","HOST","PHL-SYM-TEST2,PHL-SYM-TEST2.solomonedwards.com"
"PHLC-L-8460B8X9$","PHLC-L-8460B8X9","TERMSRV","PHLC-L-8460B8X9.solomonedwards.com,PHLC-L-8460B8X9"
"PHLC-L-8460B8X9$","PHLC-L-8460B8X9","RestrictedKrbHost","PHLC-L-8460B8X9.solomonedwards.com,PHLC-L-8460B8X9"
"PHLC-L-8460B8X9$","PHLC-L-8460B8X9","HOST","PHLC-L-8460B8X9.solomonedwards.com,PHLC-L-8460B8X9"
"PHL-SYM-TEST$","PHL-SYM-TEST","RestrictedKrbHost","PHL-SYM-TEST,PHL-SYM-TEST.solomonedwards.com"
"PHL-SYM-TEST$","PHL-SYM-TEST","HOST","PHL-SYM-TEST,PHL-SYM-TEST.solomonedwards.com"
"PHLC-L-8460B8PY$","PHLC-L-8460B8PY","TERMSRV","PHLC-L-8460B8PY.solomonedwards.com,PHLC-L-8460B8PY"
"PHLC-L-8460B8PY$","PHLC-L-8460B8PY","RestrictedKrbHost","PHLC-L-8460B8PY.solomonedwards.com,PHLC-L-8460B8PY"
"PHLC-L-8460B8PY$","PHLC-L-8460B8PY","HOST","PHLC-L-8460B8PY.solomonedwards.com,PHLC-L-8460B8PY"
"HOUC-L-8460B7LP$","HOUC-L-8460B7LP","TERMSRV","HOUC-L-8460B7LP.solomonedwards.com,HOUC-L-8460B7LP"
"HOUC-L-8460B7LP$","HOUC-L-8460B7LP","RestrictedKrbHost","HOUC-L-8460B7LP.solomonedwards.com,HOUC-L-8460B7LP"
"HOUC-L-8460B7LP$","HOUC-L-8460B7LP","HOST","HOUC-L-8460B7LP.solomonedwards.com,HOUC-L-8460B7LP"
"PHLC-L-8460B8HR$","PHLC-L-8460B8HR","TERMSRV","PHLC-L-8460B8HR,PHLC-L-8460B8HR.solomonedwards.com"
"PHLC-L-8460B8HR$","PHLC-L-8460B8HR","RestrictedKrbHost","PHLC-L-8460B8HR,PHLC-L-8460B8HR.solomonedwards.com"
"PHLC-L-8460B8HR$","PHLC-L-8460B8HR","HOST","PHLC-L-8460B8HR,PHLC-L-8460B8HR.solomonedwards.com"
"PHL-L-SL510GTY$","PHL-L-SL510GTY","TERMSRV","PHL-L-SL510GTY,PHL-L-SL510GTY.solomonedwards.com"
"PHL-L-SL510GTY$","PHL-L-SL510GTY","RestrictedKrbHost","PHL-L-SL510GTY.solomonedwards.com,PHL-L-SL510GTY"
"PHL-L-SL510GTY$","PHL-L-SL510GTY","HOST","PHL-L-SL510GTY,PHL-L-SL510GTY.solomonedwards.com"
"PHLC-L-8460B8GV$","PHLC-L-8460B8GV","TERMSRV","PHLC-L-8460B8GV.solomonedwards.com,PHLC-L-8460B8GV"
"PHLC-L-8460B8GV$","PHLC-L-8460B8GV","RestrictedKrbHost","PHLC-L-8460B8GV.solomonedwards.com,PHLC-L-8460B8GV"
"PHLC-L-8460B8GV$","PHLC-L-8460B8GV","HOST","PHLC-L-8460B8GV.solomonedwards.com,PHLC-L-8460B8GV"
"PHLC-L-57441047$","PHLC-L-57441047","TERMSRV","PHLC-L-574410471.solomonedwards.com,PHLC-L-57441047"
"PHLC-L-57441047$","PHLC-L-57441047","RestrictedKrbHost","PHLC-L-574410471.solomonedwards.com,PHLC-L-57441047"
"PHLC-L-57441047$","PHLC-L-57441047","HOST","PHLC-L-574410471.solomonedwards.com,PHLC-L-57441047"
"PHLC-L-8460B7WV$","PHLC-L-8460B7WV","TERMSRV","PHLC-L-8460B7WV.solomonedwards.com,PHLC-L-8460B7WV"
"PHLC-L-8460B7WV$","PHLC-L-8460B7WV","RestrictedKrbHost","PHLC-L-8460B7WV.solomonedwards.com,PHLC-L-8460B7WV"
"PHLC-L-8460B7WV$","PHLC-L-8460B7WV","HOST","PHLC-L-8460B7WV.solomonedwards.com,PHLC-L-8460B7WV"
"DEPLOYTEST1$","DEPLOYTEST1","TERMSRV","DEPLOYTEST1.solomonedwards.com,DEPLOYTEST1"
"DEPLOYTEST1$","DEPLOYTEST1","WSMAN","DEPLOYTEST1,DEPLOYTEST1.solomonedwards.com"
"DEPLOYTEST1$","DEPLOYTEST1","RestrictedKrbHost","DEPLOYTEST1,DEPLOYTEST1.solomonedwards.com"
"DEPLOYTEST1$","DEPLOYTEST1","HOST","DEPLOYTEST1,DEPLOYTEST1.solomonedwards.com"
"PHLC-L-8460B7QZ$","PHLC-L-8460B7QZ","TERMSRV","PHLC-L-8460B7QZ,PHLC-L-8460B7QZ.solomonedwards.com"
"PHLC-L-8460B7QZ$","PHLC-L-8460B7QZ","RestrictedKrbHost","PHLC-L-8460B7QZ,PHLC-L-8460B7QZ.solomonedwards.com"
"PHLC-L-8460B7QZ$","PHLC-L-8460B7QZ","HOST","PHLC-L-8460B7QZ,PHLC-L-8460B7QZ.solomonedwards.com"
"HOUC-L-4440170K$","HOUC-L-4440170K","TERMSRV","HOUC-L-4440170K,HOUC-L-4440170K.solomonedwards.com"
"HOUC-L-4440170K$","HOUC-L-4440170K","RestrictedKrbHost","HOUC-L-4440170K,HOUC-L-4440170K.solomonedwards.com"
"HOUC-L-4440170K$","HOUC-L-4440170K","HOST","HOUC-L-4440170K,HOUC-L-4440170K.solomonedwards.com"
"PHLC-L-8460B7Q7$","PHLC-L-8460B7Q7","TERMSRV","PHLC-L-8460B7Q7.solomonedwards.com,PHLC-L-8460B7Q7"
"PHLC-L-8460B7Q7$","PHLC-L-8460B7Q7","RestrictedKrbHost","PHLC-L-8460B7Q7.solomonedwards.com,PHLC-L-8460B7Q7"
"PHLC-L-8460B7Q7$","PHLC-L-8460B7Q7","HOST","PHLC-L-8460B7Q7.solomonedwards.com,PHLC-L-8460B7Q7"
"DFWC-L-8460B7NT$","DFWC-L-8460B7NT","TERMSRV","DFWC-L-8460B7NT.solomonedwards.com,DFWC-L-8460B7NT"
"DFWC-L-8460B7NT$","DFWC-L-8460B7NT","RestrictedKrbHost","DFWC-L-8460B7NT.solomonedwards.com,DFWC-L-8460B7NT"
"DFWC-L-8460B7NT$","DFWC-L-8460B7NT","HOST","DFWC-L-8460B7NT.solomonedwards.com,DFWC-L-8460B7NT"
"PHLC-L-84609B92$","PHLC-L-84609B92","TERMSRV","PHLC-L-84609B92.solomonedwards.com,PHLC-L-84609B92"
"PHLC-L-84609B92$","PHLC-L-84609B92","RestrictedKrbHost","PHLC-L-84609B92.solomonedwards.com,PHLC-L-84609B92"
"PHLC-L-84609B92$","PHLC-L-84609B92","HOST","PHLC-L-84609B92.solomonedwards.com,PHLC-L-84609B92"
"PHLC-L-73000T6W$","PHLC-L-73000T6W","HOST","PHLC-L-73000T6W,phlc-l-73000t6w.solomonedwards.com"
"PHLC-L-612535N2$","PHLC-L-612535N2","HOST","phlc-l-612535N2.solomonedwards.com,PHLC-L-612535N2"
"PHLC-L-8460B76X$","PHLC-L-8460B76X","TERMSRV","PHLC-L-8460B76X.solomonedwards.com,PHLC-L-8460B76X"
"PHLC-L-8460B76X$","PHLC-L-8460B76X","RestrictedKrbHost","PHLC-L-8460B76X.solomonedwards.com,PHLC-L-8460B76X"
"PHLC-L-8460B76X$","PHLC-L-8460B76X","HOST","PHLC-L-8460B76X.solomonedwards.com,PHLC-L-8460B76X"
"PHLC-L-6125137Y$","PHLC-L-6125137Y","HOST","PHLC-L-6125137Y.solomonedwards.com,PHLC-L-6125137Y"
"PHLC-L-6125137S$","PHLC-L-6125137S","HOST","phlc-l-6125137s.solomonedwards.com,PHLC-L-6125137S"
"HOUC-L-E4202MWR$","HOUC-L-E4202MWR","TERMSRV","HOUC-L-E4202MWR,HOUC-L-E4202MWR.solomonedwards.com"
"HOUC-L-E4202MWR$","HOUC-L-E4202MWR","RestrictedKrbHost","HOUC-L-E4202MWR,HOUC-L-E4202MWR.solomonedwards.com"
"HOUC-L-E4202MWR$","HOUC-L-E4202MWR","HOST","HOUC-L-E4202MWR,HOUC-L-E4202MWR.solomonedwards.com"
"PHLC-L-61250VTL$","PHLC-L-61250VTL","HOST","phlc-l-61250vtl.solomonedwards.com,PHLC-L-61250VTL"
"PHLC-L-612505HR$","PHLC-L-612505HR","HOST","phlc-l-612505hr.solomonedwards.com,PHLC-L-612505HR"
"PHLC-L-612505HH$","PHLC-L-612505HH","HOST","phlc-l-612505hh.solomonedwards.com,PHLC-L-612505HH"
"HOUC-L-510FGHK$","HOUC-L-510FGHK","TERMSRV","HOUC-L-510FGHK.solomonedwards.com,HOUC-L-510FGHK"
"HOUC-L-510FGHK$","HOUC-L-510FGHK","RestrictedKrbHost","HOUC-L-510FGHK,HOUC-L-510FGHK.solomonedwards.com"
"HOUC-L-510FGHK$","HOUC-L-510FGHK","HOST","HOUC-L-510FGHK,HOUC-L-510FGHK.solomonedwards.com"
"PHLC-L-612500VV$","PHLC-L-612500VV","HOST","PHLC-L-612500VV.solomonedwards.com,PHLC-L-612500VV"
"PHLC-L-61202XTY$","PHLC-L-61202XTY","HOST","phlc-l-61202xty.solomonedwards.com,PHLC-L-61202XTY"
"PHLC-L-61200SRM$","PHLC-L-61200SRM","HOST","PHLC-L-61200SRM.solomonedwards.com,PHLC-L-61200SRM"
"PHLC-L-444029Y6$","PHLC-L-444029Y6","TERMSRV","PHLC-L-444029y6.solomonedwards.com,PHLC-L-444029Y6"
"PHLC-L-444029Y6$","PHLC-L-444029Y6","RestrictedKrbHost","PHLC-L-444029y6.solomonedwards.com,PHLC-L-444029Y6"
"PHLC-L-444029Y6$","PHLC-L-444029Y6","HOST","PHLC-L-444029y6.solomonedwards.com,PHLC-L-444029Y6"
"PHLC-L-61200QS2$","PHLC-L-61200QS2","HOST","phlc-l-61200qs2.solomonedwards.com,PHLC-L-61200QS2"
"PHLC-L-6110FVZV$","PHLC-L-6110FVZV","HOST","PHLC-L-6110FVZV,PHLC-L-6110FVZV.solomonedwards.com"
"PHLC-L-6110FVZH$","PHLC-L-6110FVZH","HOST","PHLC-L-6110FVZH,PHLC-L-6110FVZH.solomonedwards.com"
"NBC-L-8460B8D6$","NBC-L-8460B8D6","TERMSRV","NBC-L-8460B8D6,NBC-L-8460B8D6.solomonedwards.com"
"NBC-L-8460B8D6$","NBC-L-8460B8D6","RestrictedKrbHost","NBC-L-8460B8D6,NBC-L-8460B8D6.solomonedwards.com"
"NBC-L-8460B8D6$","NBC-L-8460B8D6","HOST","NBC-L-8460B8D6,NBC-L-8460B8D6.solomonedwards.com"
"PHLC-L-6110FSX7$","PHLC-L-6110FSX7","HOST","phlc-l-6110fsx7.solomonedwards.com,PHLC-L-6110FSX7"
"PHLC-L-6110FRB4$","PHLC-L-6110FRB4","HOST","phlc-l-6110frb4.solomonedwards.com,PHLC-L-6110FRB4"
"ATLC-L-44400W4P$","ATLC-L-44400W4P","TERMSRV","ATLC-L-44400W4P.solomonedwards.com,ATLC-L-44400W4P"
"ATLC-L-44400W4P$","ATLC-L-44400W4P","RestrictedKrbHost","ATLC-L-44400W4P.solomonedwards.com,ATLC-L-44400W4P"
"ATLC-L-44400W4P$","ATLC-L-44400W4P","HOST","ATLC-L-44400W4P.solomonedwards.com,ATLC-L-44400W4P"
"PHLC-L-6110FQWP$","PHLC-L-6110FQWP","HOST","PHLC-L-6110FQWP,PHLC-L-6110FQWP.solomonedwards.com"
"PHLC-L-61107BV$","PHLC-L-61107BV","HOST","phlc-l-61107bv.solomonedwards.com,PHLC-L-61107BV"
"PHLC-L-61102936$","PHLC-L-61102936","HOST","PHLC-L-61102936.solomonedwards.com,PHLC-L-61102936"
"HOUP-L-SPEC00Z5$","HOUP-L-SPEC00Z5","TERMSRV","HOUP-L-SPEC00Z5,HOUP-L-SPEC00Z5.solomonedwards.com"
"HOUP-L-SPEC00Z5$","HOUP-L-SPEC00Z5","RestrictedKrbHost","HOUP-L-SPEC00Z5.solomonedwards.com,HOUP-L-SPEC00Z5"
"HOUP-L-SPEC00Z5$","HOUP-L-SPEC00Z5","HOST","HOUP-L-SPEC00Z5.solomonedwards.com,HOUP-L-SPEC00Z5"
"PHLC-L-6110292Q$","PHLC-L-6110292Q","HOST","PHLC-L-6110292Q.solomonedwards.com,PHLC-L-6110292Q"
"PHLC-L-61101HR5$","PHLC-L-61101HR5","HOST","phlc-l-61101hr5.solomonedwards.com,PHLC-L-61101HR5"
"PHL-L-5744B7200$","PHL-L-5744B7200","RestrictedKrbHost","PHL-L-5744B7200,PHL-L-5744B7200.solomonedwards.com"
"PHL-L-5744B7200$","PHL-L-5744B7200","HOST","PHL-L-5744B7200,PHL-L-5744B7200.solomonedwards.com"
"PHLC-L-611017BV$","PHLC-L-611017BV","HOST","PHLC-L-611017BV,PHLC-L-611017BV.solomonedwards.com"
"PHLC-L-61100YM2$","PHLC-L-61100YM2","HOST","PHLC-L-61100YM2,PHLC-L-61100YM2.solomonedwards.com"
"PHLC-L-61100YBT$","PHLC-L-61100YBT","HOST","PHLC-L-61100YBT,PHLC-L-61100YBT.solomonedwards.com"
"PHLC-L-8460B76P$","PHLC-L-8460B76P","TERMSRV","PHLC-L-8460B76P.solomonedwards.com,PHLC-L-8460B76P"
"PHLC-L-8460B76P$","PHLC-L-8460B76P","RestrictedKrbHost","PHLC-L-8460B76P,PHLC-L-8460B76P.solomonedwards.com"
"PHLC-L-8460B76P$","PHLC-L-8460B76P","HOST","PHLC-L-8460B76P,PHLC-L-8460B76P.solomonedwards.com"
"PHLC-L-61100P1N$","PHLC-L-61100P1N","HOST","phlc-l-61100p1n.solomonedwards.com,PHLC-L-61100P1N"
"VIRTUALXP-70097$","VIRTUALXP-70097","HOST","VIRTUALXP-70097,VirtualXP-70097.solomonedwards.com"
"PHLC-L-61100D9S$","PHLC-L-61100D9S","HOST","phlc-l-61100d9s.solomonedwards.com,PHLC-L-61100D9S"
"PHLC-L-611009ZM$","PHLC-L-611009ZM","HOST","PHLC-L-611009ZM.solomonedwards.com,PHLC-L-611009ZM"
"PHLC-L-611003L3$","PHLC-L-611003L3","HOST","PHLC-L-611003L3.solomonedwards.com,PHLC-L-611003L3"
"NJC-L-444016ZL$","NJC-L-444016ZL","TERMSRV","NJC-L-444016ZL.solomonedwards.com,NJC-L-444016ZL"
"NJC-L-444016ZL$","NJC-L-444016ZL","RestrictedKrbHost","NJC-L-444016ZL.solomonedwards.com,NJC-L-444016ZL"
"NJC-L-444016ZL$","NJC-L-444016ZL","HOST","NJC-L-444016ZL.solomonedwards.com,NJC-L-444016ZL"
"PHL-L-SL510BGVT$","PHL-L-SL510BGVT","HOST","PHL-L-SL510BGVT.solomonedwards.com,PHL-L-SL510BGVT"
"PHLC-L-611000G1$","PHLC-L-611000G1","MSSQLSvc","PHLC-L-611000G1.solomonedwards.com"
"PHLC-L-611000G1$","PHLC-L-611000G1","HOST","PHLC-L-611000G1.solomonedwards.com,PHLC-L-611000G1"
"PHLC-L-611000CS$","PHLC-L-611000CS","HOST","phlc-l-611000cs.solomonedwards.com,PHLC-L-611000CS"
"PHLC-L-6100689P$","PHLC-L-6100689P","HOST","phlc-l-6100689p.solomonedwards.com,PHLC-L-6100689P"
"PHLC-L-8460B8D6$","PHLC-L-8460B8D6","TERMSRV","PHLC-L-8460B8D6.solomonedwards.com,PHLC-L-8460B8D6"
"PHLC-L-8460B8D6$","PHLC-L-8460B8D6","RestrictedKrbHost","PHLC-L-8460B8D6.solomonedwards.com,PHLC-L-8460B8D6"
"PHLC-L-8460B8D6$","PHLC-L-8460B8D6","HOST","PHLC-L-8460B8D6.solomonedwards.com,PHLC-L-8460B8D6"
"PHLC-L-6100553P$","PHLC-L-6100553P","HOST","phlc-l-6100553p.solomonedwards.com,PHLC-L-6100553P"
"PHLC-L-6100541P$","PHLC-L-6100541P","HOST","phlC-L-6100541P.solomonedwards.com,PHLC-L-6100541P"
"PHLC-L-6100200P$","PHLC-L-6100200P","HOST","phlc-l-6100200p.solomonedwards.com,PHLC-L-6100200P"
"DCC-L-444016ZL$","DCC-L-444016ZL","TERMSRV","DCC-L-444016ZL.solomonedwards.com,DCC-L-444016ZL"
"DCC-L-444016ZL$","DCC-L-444016ZL","RestrictedKrbHost","DCC-L-444016ZL,DCC-L-444016ZL.solomonedwards.com"
"DCC-L-444016ZL$","DCC-L-444016ZL","HOST","DCC-L-444016ZL,DCC-L-444016ZL.solomonedwards.com"
"PHLC-L-610008P$","PHLC-L-610008P","HOST","phlc-l-610008p.solomonedwards.com,PHLC-L-610008P"
"PHLC-L-5508089$","PHLC-L-5508089","HOST","phlc-l-5508089.solomonedwards.com,PHLC-L-5508089"
"PHLC-L-8640B73S$","PHLC-L-8640B73S","TERMSRV","PHLC-L-8640B73S.solomonedwards.com,PHLC-L-8640B73S"
"PHLC-L-8640B73S$","PHLC-L-8640B73S","RestrictedKrbHost","PHLC-L-8640B73S.solomonedwards.com,PHLC-L-8640B73S"
"PHLC-L-8640B73S$","PHLC-L-8640B73S","HOST","PHLC-L-8640B73S.solomonedwards.com,PHLC-L-8640B73S"
"PHLC-L-5303PWG$","PHLC-L-5303PWG","TERMSRV","phlc-l-5303pwg.solomonedwards.com,PHLC-L-5303PWG"
"PHLC-L-5303PWG$","PHLC-L-5303PWG","HOST","phlc-l-5303pwg.solomonedwards.com,PHLC-L-5303PWG"
"PHLC-L-440016XL$","PHLC-L-440016XL","TERMSRV","PHLC-L-440016XL,PHLC-L-440016XL.solomonedwards.com"
"PHLC-L-440016XL$","PHLC-L-440016XL","RestrictedKrbHost","PHLC-L-440016XL,PHLC-L-440016XL.solomonedwards.com"
"PHLC-L-440016XL$","PHLC-L-440016XL","HOST","PHLC-L-440016XL,PHLC-L-440016XL.solomonedwards.com"
"PHLC-L-5303PTN$","PHLC-L-5303PTN","TERMSRV","phlc-l-5303ptn.solomonedwards.com,PHLC-L-5303PTN"
"PHLC-L-5303PTN$","PHLC-L-5303PTN","HOST","phlc-l-5303ptn.solomonedwards.com,PHLC-L-5303PTN"
"PHLC-L-510XWKT$","PHLC-L-510XWKT","RestrictedKrbHost","PHLC-L-510XWKT,PHLC-L-510XWKT.solomonedwards.com"
"PHLC-L-510XWKT$","PHLC-L-510XWKT","HOST","PHLC-L-510XWKT,PHLC-L-510XWKT.solomonedwards.com"
"PHLC-L-8460B7MS$","PHLC-L-8460B7MS","TERMSRV","PHLC-L-8460B7MS.solomonedwards.com,PHLC-L-8460B7MS"
"PHLC-L-8460B7MS$","PHLC-L-8460B7MS","RestrictedKrbHost","PHLC-L-8460B7MS.solomonedwards.com,PHLC-L-8460B7MS"
"PHLC-L-8460B7MS$","PHLC-L-8460B7MS","HOST","PHLC-L-8460B7MS.solomonedwards.com,PHLC-L-8460B7MS"
"PHLC-L-510VWBC$","PHLC-L-510VWBC","HOST","PHLC-L-510VWBC,PHLC-L-510vwbc.solomonedwards.com"
"PHLC-L-510RFV7$","PHLC-L-510RFV7","HOST","PHLC-L-510RFV7,PHLC-L-510RFV7.solomonedwards.com"
"ATLP-L-8460B7LP$","ATLP-L-8460B7LP","TERMSRV","ATLP-L-8460B7LP.solomonedwards.com,ATLP-L-8460B7LP"
"ATLP-L-8460B7LP$","ATLP-L-8460B7LP","RestrictedKrbHost","ATLP-L-8460B7LP,ATLP-L-8460B7LP.solomonedwards.com"
"ATLP-L-8460B7LP$","ATLP-L-8460B7LP","HOST","ATLP-L-8460B7LP,ATLP-L-8460B7LP.solomonedwards.com"
"PHLC-L-44402B2K$","PHLC-L-44402B2K","TERMSRV","PHLC-L-44402B2K,PHLC-L-44402B2K.solomonedwards.com"
"PHLC-L-44402B2K$","PHLC-L-44402B2K","RestrictedKrbHost","PHLC-L-44402B2K,PHLC-L-44402B2K.solomonedwards.com"
"PHLC-L-44402B2K$","PHLC-L-44402B2K","HOST","PHLC-L-44402B2K,PHLC-L-44402B2K.solomonedwards.com"
"NJC-L-8460B78F$","NJC-L-8460B78F","TERMSRV","NJC-L-8460B78F.solomonedwards.com,NJC-L-8460B78F"
"NJC-L-8460B78F$","NJC-L-8460B78F","RestrictedKrbHost","NJC-L-8460B78F,NJC-L-8460B78F.solomonedwards.com"
"NJC-L-8460B78F$","NJC-L-8460B78F","HOST","NJC-L-8460B78F,NJC-L-8460B78F.solomonedwards.com"
"PHLC-L-44401704$","PHLC-L-44401704","TERMSRV","PHLC-L-44401704,PHLC-L-44401704.solomonedwards.com"
"PHLC-L-44401704$","PHLC-L-44401704","RestrictedKrbHost","PHLC-L-44401704,PHLC-L-44401704.solomonedwards.com"
"PHLC-L-44401704$","PHLC-L-44401704","HOST","PHLC-L-44401704,PHLC-L-44401704.solomonedwards.com"
"PHLC-L-4440170H$","PHLC-L-4440170H","TERMSRV","PHLC-L-4440170H,PHLC-L-4440170H.solomonedwards.com"
"PHLC-L-4440170H$","PHLC-L-4440170H","RestrictedKrbHost","PHLC-L-4440170H.solomonedwards.com,PHLC-L-4440170H"
"PHLC-L-4440170H$","PHLC-L-4440170H","HOST","PHLC-L-4440170H.solomonedwards.com,PHLC-L-4440170H"
"PHLC-L-444016Z5$","PHLC-L-444016Z5","TERMSRV","PHLC-L-444016Z5.solomonedwards.com,PHLC-L-444016Z5"
"PHLC-L-444016Z5$","PHLC-L-444016Z5","RestrictedKrbHost","PHLC-L-444016Z5.solomonedwards.com,PHLC-L-444016Z5"
"PHLC-L-444016Z5$","PHLC-L-444016Z5","HOST","PHLC-L-444016Z5.solomonedwards.com,PHLC-L-444016Z5"
"PHLC-L-44301YYM$","PHLC-L-44301YYM","RestrictedKrbHost","PHLC-L-44301YYM,PHLC-L-44301YYM.solomonedwards.com"
"PHLC-L-44301YYM$","PHLC-L-44301YYM","HOST","PHLC-L-44301YYM,PHLC-L-44301YYM.solomonedwards.com"
"PHLC-L-444016X5$","PHLC-L-444016X5","TERMSRV","phlc-l-444016X5.solomonedwards.com,PHLC-L-444016X5"
"PHLC-L-444016X5$","PHLC-L-444016X5","RestrictedKrbHost","PHLC-L-444016X5,PHLC-L-444016X5.solomonedwards.com"
"PHLC-L-444016X5$","PHLC-L-444016X5","HOST","PHLC-L-444016X5,PHLC-L-444016X5.solomonedwards.com"
"PHLM-L-E520K09X$","PHLM-L-E520K09X","TERMSRV","PHLM-L-E520K09X.solomonedwards.com,PHLM-L-E520K09X"
"PHLM-L-E520K09X$","PHLM-L-E520K09X","RestrictedKrbHost","PHLM-L-E520K09X,PHLM-L-E520K09X.solomonedwards.com"
"PHLM-L-E520K09X$","PHLM-L-E520K09X","HOST","PHLM-L-E520K09X,PHLM-L-E520K09X.solomonedwards.com"
"PHLM-L-SL510RGF$","PHLM-L-SL510RGF","HOST","PHLM-L-SL510RGF4.solomonedwards.com,PHLM-L-SL510RGF"
"PHLC-L-444016WH$","PHLC-L-444016WH","TERMSRV","PHLC-L-444016WH.solomonedwards.com,PHLC-L-444016WH"
"PHLC-L-444016WH$","PHLC-L-444016WH","RestrictedKrbHost","PHLC-L-444016WH.solomonedwards.com,PHLC-L-444016WH"
"PHLC-L-444016WH$","PHLC-L-444016WH","HOST","PHLC-L-444016WH.solomonedwards.com,PHLC-L-444016WH"
"PHLC-L-2847BYWX$","PHLC-L-2847BYWX","HOST","PHLC-L-2847BYWX.solomonedwards.com,PHLC-L-2847BYWX"
"PHLC-L-230007C6$","PHLC-L-230007C6","HOST","phlc-l-230007c6.solomonedwards.com,PHLC-L-230007C6"
"PHLC-L-10000TH5$","PHLC-L-10000TH5","HOST","PHLC-L-10000th5.solomonedwards.com,PHLC-L-10000TH5"
"PHLC-D-22000NHC$","PHLC-D-22000NHC","HOST","PHLC-D-22000NHC.solomonedwards.com,PHLC-D-22000NHC"
"SRV-ADMT$","SRV-ADMT","MSSQLSvc","SRV-ADMT.solomonedwards.com:ADMT,SRV-ADMT.solomonedwards.com:49309"
"SRV-ADMT$","SRV-ADMT","WSMAN","SRV-ADMT.solomonedwards.com,SRV-ADMT"
"SRV-ADMT$","SRV-ADMT","TERMSRV","SRV-ADMT.solomonedwards.com,SRV-ADMT"
"SRV-ADMT$","SRV-ADMT","RestrictedKrbHost","SRV-ADMT.solomonedwards.com,SRV-ADMT"
"SRV-ADMT$","SRV-ADMT","HOST","SRV-ADMT.solomonedwards.com,SRV-ADMT"
"PHLC-C-IBM7HGT$","PHLC-C-IBM7HGT","HOST","PHLC-C-IBM7HGT.solomonedwards.com,PHLC-C-IBM7HGT"
"PHLC-61201N51$","PHLC-61201N51","HOST","phlc-61201n51.solomonedwards.com,PHLC-61201N51"
"PHLC-2-61250D22$","PHLC-2-61250D22","HOST","phlc-2-61250d22.solomonedwards.com,PHLC-2-61250D22"
"DFW-L-SL510XWAE$","DFW-L-SL510XWAE","TERMSRV","DFW-L-SL510XWAE,DFW-L-SL510XWAE.solomonedwards.com"
"DFW-L-SL510XWAE$","DFW-L-SL510XWAE","RestrictedKrbHost","DFW-L-SL510XWAE,DFW-L-SL510XWAE.solomonedwards.com"
"DFW-L-SL510XWAE$","DFW-L-SL510XWAE","HOST","DFW-L-SL510XWAE,DFW-L-SL510XWAE.solomonedwards.com"
"phlc_l_9030036b$","phlc_l_9030036b","host","phlc_l_9030036b.solomonedwards.com"
"PHLATS02REC$","PHLATS02REC","HOST","PHLATS02REC,phlats02rec.solomonedwards.com"
"PHLATS01REC$","PHLATS01REC","HOST","PHLATS01REC,phlats01rec.solomonedwards.com"
"PHLA-L-574449F8$","PHLA-L-574449F8","TERMSRV","PHLA-L-574449F8.solomonedwards.com,PHLA-L-574449F8"
"PHLA-L-574449F8$","PHLA-L-574449F8","RestrictedKrbHost","PHLA-L-574449F8.solomonedwards.com,PHLA-L-574449F8"
"PHLA-L-574449F8$","PHLA-L-574449F8","HOST","PHLA-L-574449F8.solomonedwards.com,PHLA-L-574449F8"
"PHLARCA$","PHLARCA","HOST","PHLARCA,PHLARCA.solomonedwards.com"
"PHLH-L-SL510HAN$","PHLH-L-SL510HAN","HOST","PHLH-L-SL510HAN.solomonedwards.com,PHLH-L-SL510HAN"
"PHLA-L-TEM5602H$","PHLA-L-TEM5602H","MSSQLSvc","PHLA-L-TEM5602H.solomonedwards.com"
"PHLA-L-TEM5602H$","PHLA-L-TEM5602H","HOST","PHLA-L-TEM5602H.solomonedwards.com,PHLA-L-TEM5602H"
"PHLA-L-S3303811$","PHLA-L-S3303811","HOST","PHLA-L-S3303811,PHLA-L-S3303811.solomonedwards.com"
"PHLC-L-4440170D$","PHLC-L-4440170D","TERMSRV","PHLC-L-4440170D.solomonedwards.com,PHLC-L-4440170D"
